status,time,card_type,city,amount,id
Fail,2025-09-01 14:00:00,Visa,Mashhad,2020587.5,51
Success,2025-09-25 13:13:00,Mastercard,Karaj,452545.0,35
Success,2025-09-27 04:04:00,Mastercard,Tehran,1463119.0,82
Success,2025-09-30 10:05:00,Visa,Mashhad,976246.0,53
Success,2025-09-25 02:30:00,Mastercard,Tabriz,63489.0,19
Success,2025-09-20 10:05:00,Visa,Tehran,177050.0,69
Success,2025-09-13 19:29:00,Visa,Ahvaz,650000.0,25
Fail,2025-09-09 11:11:00,American Express,Mashhad,120000.0,11
Fail,2025-09-03 14:11:00,Mastercard,Tabriz,650000.0,74
Fail,2025-09-07 00:00:00,Mastercard,Ahvaz,0.0,17
Success,2025-09-06 05:23:00,Visa,Mashhad,471227.0,36
Success,2025-09-08 02:54:00,American Express,Tehran,452545.0,91
Fail,2025-09-27 10:48:00,Mastercard,Tehran,412308.0,96
Success,2025-09-09 05:56:00,Discover,Tabriz,1305967.0,97
Success,2025-09-30 10:05:00,Visa,Karaj,914282.0,21
Fail,2025-09-05 14:11:00,Visa,Karaj,583952.0,18
Success,2025-09-01 00:00:00,Visa,Tehran,900000.0,60
Success,2025-09-19 03:00:00,Mastercard,Mashhad,1768588.0,18
Success,2025-09-10 12:12:00,Discover,Tehran,419089.0,1
Fail,2025-09-12 19:19:00,Visa,Isfahan,1578078.0,14
Fail,2025-09-24 03:27:00,Visa,Karaj,177050.0,8
Fail,2025-09-15 02:30:00,American Express,Tabriz,343679.0,66
Fail,2025-09-27 05:23:00,Mastercard,Tehran,443463.0,51
Success,2025-09-22 02:37:00,Visa,Mashhad,850000.0,79
Fail,2025-09-24 02:37:00,Discover,Qom,0.0,60
Fail,2025-09-09 11:11:00,Mastercard,Shiraz,452545.0,34
Success,2025-09-20 12:12:00,Mastercard,Ahvaz,1768588.0,36
Fail,2025-09-17 08:08:00,Visa,Karaj,443463.0,62
Success,2025-09-30 14:30:00,Mastercard,Karaj,200000.0,1
Fail,2025-09-17 07:08:00,Mastercard,Tabriz,0.0,85
Success,2025-09-26 13:13:00,Visa,Qom,200000.0,42
Fail,2025-09-20 14:11:00,American Express,Isfahan,123456.0,1
Fail,2025-09-12 20:33:00,American Express,Tehran,976246.0,97
Success,2025-09-30 02:24:00,American Express,Isfahan,452545.0,84
Success,2025-09-07 14:00:00,Mastercard,Tehran,1502601.0,54
Success,2025-09-02 14:30:00,Nan,Ahvaz,452545.0,47
Success,2025-09-03 17:17:00,Visa,Karaj,452545.0,39
Fail,2025-09-17 05:56:00,Visa,Mashhad,343679.0,30
Success,2025-09-05 09:09:00,Visa,Isfahan,471227.0,7
Success,2025-09-17 12:12:00,Visa,Mashhad,50200.0,22
Fail,2025-09-24 20:20:00,American Express,Tabriz,1472823.0,50
Fail,2025-09-17 18:12:00,Mastercard,Tehran,250000.0,45
Success,2025-09-27 02:20:00,Visa,Ahvaz,914282.0,74
Fail,2025-09-17 21:21:00,Mastercard,Ahvaz,333333.0,72
Success,2025-09-02 20:20:00,Visa,Isfahan,5000.0,92
Fail,2025-09-02 12:12:00,Mastercard,Tehran,914465.0,10
Success,2025-09-28 11:11:00,Discover,Karaj,471227.0,14
Success,2025-09-22 07:08:00,Mastercard,Isfahan,120000.0,46
Success,2025-09-23 23:59:00,Visa,Tehran,250000.0,75
Fail,2025-09-05 10:05:00,Visa,Ahvaz,850000.0,6
Fail,2025-09-01 10:48:00,American Express,Tehran,450000.0,21
Fail,2025-09-01 14:02:00,Visa,Qom,585954.0,62
Success,2025-09-19 14:55:00,Visa,Karaj,452545.0,98
Success,2025-09-30 02:30:00,Mastercard,Qom,0.0,19
Fail,2025-09-02 19:51:00,Discover,Mashhad,300000.0,89
Fail,2025-09-21 10:48:00,Visa,Tabriz,123456.0,82
Success,2025-09-12 20:20:00,Mastercard,Tabriz,774681.0,100
Fail,2025-09-26 21:21:00,Mastercard,Ahvaz,1768588.0,62
Success,2025-09-06 23:59:00,Visa,Tehran,471227.0,83
Success,2025-09-23 01:01:00,Master Card,Ahvaz,343679.0,53
Fail,2025-09-04 09:45:00,Visa,Mashhad,452545.0,24
Fail,2025-09-23 14:11:00,Mastercard,Tehran,976246.0,56
Success,2025-09-11 02:37:00,Mastercard,Unknown,343679.0,62
Success,2025-09-24 07:32:00,Mastercard,Shiraz,250000.0,34
Fail,2025-09-27 05:56:00,American Express,Isfahan,545116.0,22
Fail,2025-09-17 10:05:00,American Express,Mashhad,1463119.0,68
Fail,2025-09-06 19:40:00,Visa,Tabriz,250000.0,57
Success,2025-09-24 15:45:00,Mastercard,Tehran,100000.0,10
Fail,2025-09-05 14:11:00,Visa,Qom,63489.0,66
Success,2025-09-20 12:34:00,Mastercard,Ahvaz,1578078.0,8
Fail,2025-09-02 11:11:00,Visa,Tabriz,177050.0,98
Success,2025-09-06 06:30:00,Discover,Isfahan,976246.0,38
Success,2025-09-22 08:08:00,Visa,Qom,0.0,62
Success,2025-09-11 14:55:00,Visa,Tehran,1782689.0,28
Success,2025-09-16 21:21:00,Discover,Tehran,333333.0,10
Success,2025-09-16 04:40:00,Mastercard,Tabriz,0.0,45
Fail,2025-09-01 11:11:00,Visa,Tehran,1782689.0,65
Fail,2025-09-09 02:54:00,American Express,Tehran,650000.0,99
Fail,2025-09-28 09:00:00,Visa,Shiraz,177050.0,67
Fail,2025-09-27 21:23:00,Visa,Shiraz,412308.0,9
Success,2025-09-06 06:06:00,Visa,Isfahan,452545.0,5
Fail,2025-09-16 00:00:00,Discover,Mashhad,1427657.0,10
Fail,2025-09-29 23:59:00,Visa,Tehran,100000.0,12
Fail,2025-09-03 05:23:00,Visa,Tehran,0.0,82
Success,2025-09-20 12:44:00,Visa,Tabriz,914282.0,58
Fail,2025-09-28 19:29:00,Visa,Mashhad,914465.0,21
Fail,2025-09-27 13:10:00,Mastercard,Isfahan,452545.0,21
Fail,2025-09-04 14:11:00,Visa,Qom,1472823.0,65
Fail,2025-09-19 23:59:00,Visa,Tehran,0.0,3
Fail,2025-09-26 07:08:00,Visa,Tehran,452545.0,69
Success,2025-09-03 03:27:00,Mastercard,Tabriz,419089.0,90
Fail,2025-09-19 14:55:00,Visa,Tabriz,12345.0,64
Success,2025-09-20 19:51:00,Visa,Tehran,555555.0,49
Fail,2025-09-07 07:08:00,Mastercard,Tehran,471227.0,72
Fail,2025-09-20 16:40:00,Discover,Isfahan,452545.0,17
Fail,2025-09-09 03:00:00,Mastercard,Mashhad,200000.0,73
Success,2025-09-01 19:51:00,Visa,Ahvaz,452545.0,32
Success,2025-09-08 19:51:00,Mastercard,Mashhad,100.5,70
Fail,2025-09-07 17:17:00,Visa,Tehran,63489.0,21
Fail,2025-09-18 10:48:00,Visa,Isfahan,914282.0,7
Success,2025-09-08 11:11:00,Visa,Shiraz,443463.0,7
Success,2025-09-01 02:37:00,Visa,Karaj,850000.0,27
Fail,2025-09-11 13:10:00,Mastercard,Shiraz,123456.0,8
Success,2025-09-28 02:30:00,Discover,Tehran,100.5,73
Fail,2025-09-25 11:11:00,Visa,Tabriz,1578078.0,28
Fail,2025-09-25 05:23:00,Mastercard,Karaj,0.0,79
Fail,2025-09-18 12:12:00,Mastercard,Tehran,452545.0,66
Fail,2025-09-23 11:11:00,Mastercard,Tehran,976246.0,71
Fail,2025-09-30 17:07:00,Discover,Tehran,452545.0,47
Fail,2025-09-10 02:30:00,Discover,Shiraz,0.0,82
Success,2025-09-03 18:12:00,Mastercard,Qom,1768588.0,87
Fail,2025-09-07 01:01:00,Visa,Tehran,1463119.0,10
Fail,2025-09-28 21:10:00,Visa,Qom,914282.0,33
Success,2025-09-16 13:13:00,Visa,Tehran,900000.0,7
Success,2025-09-26 10:48:00,Visa,Shiraz,99999.0,3
Success,2025-09-16 12:44:00,Discover,Mashhad,1.0,14
Fail,2025-09-25 04:40:00,Discover,Karaj,1158713.0,44
Success,2025-09-20 12:12:00,Mastercard,Tabriz,452545.0,46
Fail,2025-09-28 20:33:00,Visa,Isfahan,1578078.0,61
Success,2025-09-17 05:56:00,Visa,Mashhad,452545.0,36
Fail,2025-09-02 07:08:00,American Express,Mashhad,100.5,13
Success,2025-09-01 20:33:00,Discover,Tehran,100000.0,16
Fail,2025-09-16 19:51:00,Mastercard,Tabriz,1578078.0,80
Success,2025-09-30 21:10:00,American Express,Tehran,471227.0,5
Success,2025-09-12 16:40:00,Mastercard,Tehran,0.0,90
Fail,2025-09-05 09:45:00,Visa,Tabriz,452545.0,38
Fail,2025-09-05 19:40:00,Visa,Isfahan,1883871.0,50
Fail,2025-09-27 04:15:00,American Express,Mashhad,585954.0,38
Fail,2025-09-23 23:17:00,Mastercard,Tehran,1.0,56
Fail,2025-09-09 19:51:00,Visa,Mashhad,419089.0,63
Success,2025-09-09 23:17:00,Visa,Mashhad,914465.0,48
Fail,2025-09-03 16:16:00,American Express,Qom,1050805.0,91
Success,2025-09-19 14:11:00,Discover,Tehran,583952.0,59
Fail,2025-09-16 23:17:00,Visa,Karaj,452545.0,77
Fail,2025-09-16 12:44:00,Mastercard,Tehran,1782689.0,44
Success,2025-09-03 13:13:00,Visa,Ahvaz,200000.0,91
Fail,2025-09-20 14:30:00,American Express,Karaj,0.0,55
Fail,2025-09-24 07:08:00,Discover,Karaj,343679.0,55
Fail,2025-09-22 07:08:00,Mastercard,Shiraz,2020587.5,1
Success,2025-09-24 03:00:00,Mastercard,Isfahan,1502601.0,8
Success,2025-09-01 10:48:00,Mastercard,Shiraz,452545.0,4
Fail,2025-09-24 06:30:00,Visa,Karaj,0.0,85
Fail,2025-09-20 12:44:00,Visa,Tehran,343679.0,87
Success,2025-09-11 03:27:00,Mastercard,Tabriz,900000.0,53
Fail,2025-09-17 09:00:00,Visa,Tehran,914465.0,58
Fail,2025-09-08 07:07:00,Discover,Karaj,99999.0,37
Success,2025-09-04 07:08:00,Visa,Karaj,0.0,49
Success,2025-09-06 01:01:00,Discover,Mashhad,343679.0,67
Fail,2025-09-08 16:40:00,Discover,Karaj,914465.0,19
Success,2025-09-20 07:08:00,American Express,Karaj,452545.0,1
Fail,2025-09-30 12:44:00,Visa,Tehran,120000.0,29
Success,2025-09-03 14:11:00,Nan,Tehran,1463119.0,88
Success,2025-09-16 12:34:00,Visa,Mashhad,1463119.0,33
Success,2025-09-30 10:05:00,Discover,Karaj,914465.0,52
Success,2025-09-25 09:45:00,Visa,Tabriz,555555.0,41
Fail,2025-09-03 08:59:00,Discover,Tabriz,1387769.0,23
Success,2025-09-25 07:08:00,Visa,Isfahan,450000.0,5
Fail,2025-09-29 16:16:00,American Express,Ahvaz,452545.0,71
Success,2025-09-18 10:48:00,Visa,Mashhad,5000.0,57
Fail,2025-09-14 08:59:00,Mastercard,Mashhad,100.5,6
Fail,2025-09-18 20:33:00,Visa,Isfahan,452545.0,49
Success,2025-09-02 19:51:00,Mastercard,Tabriz,774681.0,22
Fail,2025-09-22 23:17:00,Visa,Tehran,471227.0,77
Fail,2025-09-03 07:08:00,American Express,Tabriz,177050.0,76
Success,2025-09-16 02:24:00,Mastercard,Qom,914282.0,4
Fail,2025-09-29 12:44:00,Discover,Tehran,450000.0,72
Success,2025-09-09 21:21:00,Visa,Isfahan,0.0,64
Fail,2025-09-04 07:32:00,American Express,Tehran,63489.0,37
Success,2025-09-01 23:59:00,Mastercard,Unknown,555555.0,31
Success,2025-09-04 21:21:00,American Express,Isfahan,452545.0,37
Success,2025-09-01 04:15:00,Nan,Tehran,200000.0,45
Success,2025-09-14 08:08:00,Discover,Tabriz,1578078.0,91
Success,2025-09-21 14:00:00,Mastercard,Tabriz,583952.0,8
Success,2025-09-16 10:05:00,American Express,Shiraz,63489.0,40
Fail,2025-09-20 10:05:00,Mastercard,Mashhad,250000.0,98
Fail,2025-09-24 13:13:00,American Express,Ahvaz,583952.0,94
Success,2025-09-08 03:27:00,Visa,Karaj,1768588.0,5
Success,2025-09-07 15:45:00,Visa,Tabriz,5000.0,28
Fail,2025-09-03 04:15:00,Visa,Ahvaz,1472823.0,81
Fail,2025-09-17 10:48:00,Visa,Karaj,1000.0,88
Fail,2025-09-01 23:59:00,Mastercard,Qom,1463119.0,9
